user_id,age,occupation,gender
60102,27,K-12 student,M
60106,30,scientist,M
27339,28,college/grad student,M
60112,29,other or not specified,M
27369,34,technician/engineer,M
60137,27,college/grad student,M
60140,30,sales/marketing,F
60141,30,executive/managerial,M
60142,27,college/grad student,M
60146,27,self-employed,M
60150,30,sales/marketing,M
60155,31,sales/marketing,M
60154,38,executive/managerial,M
60163,28,executive/managerial,M
60179,30,homemaker,M
27423,32,other or not specified,M
60197,20,writer,M
60205,33,self-employed,M
60212,30,college/grad student,M
27458,30,executive/managerial,M
27461,33,sales/marketing,M
60230,32,scientist,M
27472,47,sales/marketing,M
60243,27,retired,M
60248,21,self-employed,F
27504,29,scientist,F
60280,30,sales/marketing,M
60283,33,executive/managerial,M
27522,34,college/grad student,M
60291,25,college/grad student,M
27526,34,self-employed,M
60318,29,other or not specified,M
60319,14,K-12 student,M
27549,20,sales/marketing,M
27560,31,other or not specified,M
60376,28,executive/managerial,M
27609,26,other or not specified,M
27623,32,other or not specified,M
27628,27,executive/managerial,M
60403,25,scientist,M
60420,25,college/grad student,M
27652,29,other or not specified,M
60423,25,college/grad student,M
27656,32,artist,M
60433,26,clerical/admin,F
60454,26,college/grad student,M
27693,25,doctor/health care,M
27698,24,sales/marketing,M
27701,33,self-employed,M
60478,30,college/grad student,M
27713,28,college/grad student,M
27725,32,academic/educator,M
27727,28,college/grad student,F
60520,28,scientist,M
60524,32,other or not specified,M
27757,33,self-employed,M
60526,32,scientist,M
27762,32,K-12 student,M
60527,32,scientist,M
27770,29,college/grad student,M
60538,27,college/grad student,M
27774,27,college/grad student,M
27791,33,sales/marketing,M
60571,32,college/grad student,M
60572,34,sales/marketing,M
60578,29,self-employed,M
60599,25,academic/educator,F
27839,31,executive/managerial,F
27857,30,customer service,M
27859,31,retired,M
27860,27,scientist,M
60632,29,sales/marketing,M
60645,30,self-employed,M
60646,28,college/grad student,M
60655,33,sales/marketing,M
27904,34,college/grad student,M
60678,39,academic/educator,F
27915,28,college/grad student,M
27920,29,executive/managerial,M
60690,26,executive/managerial,M
27931,27,academic/educator,M
60701,28,K-12 student,M
27937,31,sales/marketing,M
60712,18,sales/marketing,M
60731,27,executive/managerial,M
60730,29,other or not specified,M
27977,32,academic/educator,F
60768,30,tradesman/craftsman,M
28002,32,college/grad student,M
28004,30,academic/educator,M
28015,32,executive/managerial,F
28038,31,college/grad student,M
28058,33,scientist,M
60830,29,academic/educator,F
60835,29,academic/educator,F
28073,27,tradesman/craftsman,M
28076,31,self-employed,M
60845,33,college/grad student,M
28085,32,technician/engineer,M
60862,29,other or not specified,M
28095,34,college/grad student,M
60864,15,K-12 student,M
60866,28,sales/marketing,M
28100,31,scientist,F
60871,32,executive/managerial,M
28122,29,college/grad student,M
28130,40,executive/managerial,F
60908,34,college/grad student,M
28146,34,college/grad student,M
28153,33,college/grad student,F
28158,34,college/grad student,M
60952,42,programmer,M
60958,23,sales/marketing,M
28191,33,artist,M
60965,34,scientist,M
60966,11,sales/marketing,M
60971,27,college/grad student,F
60976,31,artist,F
28212,34,scientist,M
28213,29,college/grad student,F
28225,26,sales/marketing,F
28231,25,scientist,M
28232,33,executive/managerial,M
61006,25,executive/managerial,M
61010,28,clerical/admin,F
28247,43,other or not specified,M
61028,30,scientist,M
28262,26,scientist,M
28275,32,homemaker,M
28280,28,self-employed,M
28290,29,other or not specified,F
28294,30,college/grad student,M
61080,34,college/grad student,M
61083,30,executive/managerial,F
28339,29,executive/managerial,M
61109,31,college/grad student,M
28344,32,college/grad student,F
61126,32,college/grad student,F
61127,17,K-12 student,F
61125,34,executive/managerial,M
28364,76,executive/managerial,M
61134,32,scientist,M
61135,32,scientist,M
28367,25,self-employed,M
61144,30,college/grad student,M
28412,31,other or not specified,M
28415,25,K-12 student,M
28426,21,sales/marketing,M
28453,26,other or not specified,M
61224,34,other or not specified,M
28461,32,other or not specified,M
28475,26,sales/marketing,M
28485,28,scientist,M
61269,31,sales/marketing,M
61301,26,other or not specified,M
61312,34,executive/managerial,M
28550,26,other or not specified,M
61341,29,retired,M
61343,30,college/grad student,M
28592,30,college/grad student,M
61362,26,college/grad student,M
28599,28,sales/marketing,F
28604,29,college/grad student,M
28606,31,college/grad student,M
28607,40,academic/educator,F
28614,29,executive/managerial,F
28616,28,scientist,M
28641,33,scientist,F
28643,36,other or not specified,M
61413,25,college/grad student,M
61417,25,other or not specified,M
28651,31,sales/marketing,M
61428,28,college/grad student,F
61438,25,homemaker,F
28671,26,sales/marketing,M
61452,28,college/grad student,M
61472,31,college/grad student,M
61474,18,K-12 student,F
28706,34,executive/managerial,M
61479,45,academic/educator,M
28712,34,retired,M
61497,34,self-employed,F
28732,34,executive/managerial,M
28739,30,college/grad student,M
28748,30,sales/marketing,M
61517,27,college/grad student,M
61532,30,executive/managerial,M
61539,28,college/grad student,M
28781,29,sales/marketing,M
61559,26,other or not specified,M
28798,30,college/grad student,M
61569,33,sales/marketing,M
28819,26,college/grad student,M
61592,19,homemaker,M
61597,26,college/grad student,M
61600,30,tradesman/craftsman,M
28847,32,scientist,F
28853,28,college/grad student,M
61622,35,executive/managerial,F
61625,27,self-employed,M
28862,33,other or not specified,M
61650,28,tradesman/craftsman,M
28900,26,executive/managerial,M
28905,30,college/grad student,M
28918,31,college/grad student,F
61707,29,executive/managerial,M
28957,34,sales/marketing,M
61725,28,college/grad student,M
61730,32,scientist,M
61748,43,executive/managerial,M
61753,34,doctor/health care,M
28994,32,retired,F
29003,29,executive/managerial,M
61777,28,executive/managerial,M
61783,26,customer service,M
61786,53,academic/educator,M
29025,26,executive/managerial,M
61801,32,executive/managerial,M
61807,34,college/grad student,F
29055,34,college/grad student,M
61836,42,executive/managerial,M
29071,31,sales/marketing,M
29085,34,scientist,M
61860,27,self-employed,M
29093,29,college/grad student,M
61861,31,college/grad student,M
29111,27,self-employed,F
61881,27,executive/managerial,M
29115,34,artist,F
61886,18,self-employed,F
29121,37,retired,F
61903,26,self-employed,M
61905,29,executive/managerial,M
61920,33,scientist,F
29155,34,sales/marketing,M
29157,28,college/grad student,M
29159,33,college/grad student,M
61940,32,writer,M
29178,32,other or not specified,M
29190,89,academic/educator,M
29192,18,K-12 student,M
61964,25,executive/managerial,M
61966,31,scientist,M
29203,25,college/grad student,F
29217,28,self-employed,F
29238,28,college/grad student,F
29244,32,homemaker,F
29250,27,clerical/admin,M
62020,33,college/grad student,M
62031,32,executive/managerial,M
62038,29,self-employed,F
29300,69,retired,F
62069,32,scientist,F
29305,31,sales/marketing,M
62074,28,executive/managerial,M
62075,31,sales/marketing,M
29329,27,scientist,M
62111,32,scientist,F
29355,19,college/grad student,M
29366,32,executive/managerial,M
62140,29,other or not specified,M
62145,25,college/grad student,M
62160,29,sales/marketing,M
62163,18,college/grad student,M
29399,31,scientist,M
62171,28,executive/managerial,M
29405,25,technician/engineer,M
29409,31,scientist,M
62184,33,college/grad student,M
29427,32,K-12 student,M
29431,31,college/grad student,M
29432,34,lawyer,M
62203,31,K-12 student,M
29453,29,other or not specified,M
62235,32,sales/marketing,M
62240,27,other or not specified,M
29479,30,self-employed,M
62254,27,sales/marketing,M
29489,19,sales/marketing,M
29494,52,executive/managerial,M
62271,33,sales/marketing,M
29508,31,scientist,M
29520,26,sales/marketing,M
29522,30,other or not specified,M
62299,21,homemaker,F
62306,28,programmer,M
62308,30,tradesman/craftsman,M
29542,27,homemaker,M
62312,32,executive/managerial,M
62317,19,college/grad student,M
29556,37,other or not specified,M
62335,27,other or not specified,M
29570,30,executive/managerial,M
29573,27,executive/managerial,M
62355,30,executive/managerial,M
29601,18,homemaker,F
29609,27,executive/managerial,M
62397,21,college/grad student,M
62459,15,scientist,F
29704,29,executive/managerial,M
62483,33,tradesman/craftsman,M
62489,29,self-employed,M
62491,34,executive/managerial,M
29751,28,homemaker,F
62531,30,college/grad student,M
29770,26,college/grad student,M
29773,34,executive/managerial,M
62563,32,scientist,M
62566,28,self-employed,F
29799,25,scientist,M
62576,34,executive/managerial,M
29815,43,academic/educator,F
29827,29,technician/engineer,M
62597,30,college/grad student,M
62601,21,K-12 student,M
62612,31,college/grad student,M
62619,29,academic/educator,M
29854,28,executive/managerial,M
62623,33,artist,M
62624,33,sales/marketing,M
62634,31,retired,M
62645,32,scientist,M
29878,33,technician/engineer,M
29879,32,sales/marketing,M
29881,18,sales/marketing,M
29883,25,college/grad student,M
62654,25,K-12 student,M
29890,32,sales/marketing,M
29933,31,executive/managerial,M
29949,28,executive/managerial,M
29973,28,scientist,M
62751,34,scientist,M
62755,25,K-12 student,M
62763,35,executive/managerial,F
62765,26,college/grad student,M
29998,27,college/grad student,M
62786,31,executive/managerial,M
62788,58,retired,F
30027,30,college/grad student,F
62805,30,sales/marketing,M
62808,29,self-employed,M
62815,33,sales/marketing,M
62817,26,college/grad student,M
62824,34,executive/managerial,M
62826,29,college/grad student,M
62828,31,self-employed,M
62831,45,retired,M
30065,34,customer service,M
62843,28,academic/educator,M
62852,34,scientist,M
62853,31,clerical/admin,M
30097,27,self-employed,M
30106,15,scientist,M
30109,33,academic/educator,M
62883,28,homemaker,M
62887,25,sales/marketing,M
30122,31,college/grad student,M
30123,34,sales/marketing,M
30128,66,retired,F
62900,34,college/grad student,M
30140,26,artist,F
30151,34,college/grad student,M
62919,31,executive/managerial,M
30164,31,executive/managerial,M
62934,31,scientist,M
30168,26,executive/managerial,M
30175,27,sales/marketing,F
62972,32,other or not specified,M
30206,26,self-employed,F
30210,27,sales/marketing,M
62979,30,executive/managerial,M
30212,21,college/grad student,F
30214,30,sales/marketing,M
30219,30,academic/educator,M
62988,26,college/grad student,M
30229,16,academic/educator,F
62998,33,self-employed,M
63000,30,college/grad student,M
30232,26,executive/managerial,M
30242,25,homemaker,M
63017,80,retired,M
63022,34,self-employed,M
63031,27,sales/marketing,F
63037,29,technician/engineer,M
30287,38,scientist,M
30295,27,executive/managerial,M
30297,34,college/grad student,M
63069,25,sales/marketing,M
30302,28,scientist,M
63072,28,sales/marketing,M
30318,27,college/grad student,M
30349,34,college/grad student,F
63127,55,clerical/admin,F
30382,32,programmer,M
30387,32,artist,M
63169,26,programmer,M
63170,30,college/grad student,M
63171,31,self-employed,M
30409,28,scientist,M
63196,25,executive/managerial,M
30444,27,scientist,M
63218,30,sales/marketing,M
63221,26,college/grad student,M
63229,26,sales/marketing,M
30476,32,executive/managerial,M
30492,30,college/grad student,F
63265,25,executive/managerial,M
63267,26,executive/managerial,M
63269,27,homemaker,M
30518,32,scientist,M
63291,28,scientist,F
30533,25,college/grad student,M
63315,28,executive/managerial,M
63319,28,sales/marketing,M
30559,27,executive/managerial,M
63337,18,scientist,M
63359,28,other or not specified,M
63361,33,executive/managerial,M
30597,33,college/grad student,M
63368,26,college/grad student,M
30602,30,academic/educator,F
30624,26,scientist,M
63414,30,executive/managerial,M
63419,25,college/grad student,M
30653,28,college/grad student,M
63424,27,executive/managerial,M
63434,27,executive/managerial,M
63437,33,executive/managerial,F
63439,29,other or not specified,M
63445,33,executive/managerial,M
63452,25,college/grad student,M
63453,30,sales/marketing,M
30687,28,scientist,M
30714,29,college/grad student,M
30718,26,college/grad student,F
63516,32,executive/managerial,M
30748,12,K-12 student,M
63527,22,other or not specified,M
63529,18,sales/marketing,M
63533,26,executive/managerial,M
63539,29,executive/managerial,M
63560,30,self-employed,M
30808,25,college/grad student,M
30809,32,college/grad student,M
63583,33,other or not specified,M
30817,19,scientist,M
63608,34,executive/managerial,M
63621,32,customer service,M
30853,33,self-employed,M
63624,29,scientist,M
63625,26,college/grad student,M
30871,32,executive/managerial,M
30877,26,executive/managerial,M
63646,27,executive/managerial,M
63650,26,academic/educator,M
63658,31,clerical/admin,F
30911,31,artist,M
63695,57,executive/managerial,F
63711,26,college/grad student,M
30950,39,academic/educator,F
63721,34,technician/engineer,M
63725,21,K-12 student,M
63730,30,college/grad student,M
30978,28,homemaker,F
30985,22,sales/marketing,M
63753,26,other or not specified,M
63778,27,college/grad student,M
63796,25,executive/managerial,M
63800,26,college/grad student,M
31038,30,academic/educator,F
31043,75,retired,F
63816,28,technician/engineer,M
63840,34,homemaker,M
31076,25,clerical/admin,M
31092,28,scientist,M
63861,28,artist,F
31096,30,scientist,M
63864,31,executive/managerial,F
31106,34,self-employed,F
31118,32,scientist,M
31122,51,writer,M
31143,26,executive/managerial,M
63915,30,doctor/health care,M
31149,32,executive/managerial,M
31150,22,sales/marketing,M
63923,31,college/grad student,M
31157,32,sales/marketing,M
31162,33,self-employed,F
63931,31,sales/marketing,M
31165,24,scientist,M
31176,26,executive/managerial,F
31199,33,sales/marketing,M
63980,33,college/grad student,F
63984,33,college/grad student,M
63990,26,K-12 student,M
31241,17,K-12 student,M
31247,60,academic/educator,M
31252,26,scientist,M
31278,26,sales/marketing,M
31279,33,other or not specified,M
64063,32,self-employed,M
31295,30,sales/marketing,M
31298,31,self-employed,M
31308,9,sales/marketing,M
31318,28,sales/marketing,M
31319,25,retired,F
31321,29,sales/marketing,M
64103,30,executive/managerial,M
64111,26,scientist,M
64116,21,K-12 student,M
64139,32,college/grad student,M
31375,33,sales/marketing,M
31379,26,college/grad student,M
31381,25,lawyer,F
31385,32,academic/educator,M
64158,33,college/grad student,M
31404,25,artist,M
64178,34,college/grad student,M
64202,25,academic/educator,F
31441,31,executive/managerial,M
64232,27,sales/marketing,M
64235,25,executive/managerial,F
64243,26,other or not specified,M
64259,29,other or not specified,M
31508,25,executive/managerial,M
64278,31,scientist,M
31515,27,self-employed,M
31526,30,technician/engineer,M
31556,28,scientist,M
64345,32,executive/managerial,M
31586,28,college/grad student,M
64354,30,scientist,M
64357,29,college/grad student,M
31599,31,other or not specified,F
31612,30,college/grad student,F
31619,31,programmer,M
64415,34,executive/managerial,M
31650,29,self-employed,M
31658,30,executive/managerial,M
64434,29,self-employed,M
64435,29,sales/marketing,M
64464,31,self-employed,M
31707,32,self-employed,M
31767,29,homemaker,M
64536,21,self-employed,F
64540,26,executive/managerial,M
64549,28,college/grad student,M
64570,37,executive/managerial,M
31804,18,sales/marketing,M
31805,33,executive/managerial,M
64574,28,sales/marketing,M
64573,29,college/grad student,M
64600,32,scientist,M
31838,28,clerical/admin,F
64609,29,executive/managerial,M
31844,29,executive/managerial,M
31848,31,sales/marketing,M
64619,32,college/grad student,M
31870,31,college/grad student,M
31890,25,sales/marketing,M
31896,25,other or not specified,M
64666,32,college/grad student,M
64670,32,college/grad student,F
31918,32,academic/educator,F
64697,31,homemaker,M
64707,19,K-12 student,F
64721,28,executive/managerial,M
64722,43,sales/marketing,M
31963,26,college/grad student,F
64733,28,scientist,M
31972,25,college/grad student,M
64747,31,college/grad student,F
31993,33,sales/marketing,M
64763,21,college/grad student,F
64799,33,college/grad student,F
64803,33,college/grad student,M
32039,31,doctor/health care,M
32043,31,college/grad student,F
64828,33,college/grad student,M
32061,25,sales/marketing,M
32065,31,K-12 student,M
32068,34,college/grad student,M
64841,28,sales/marketing,M
32078,27,college/grad student,M
64876,33,college/grad student,M
32109,25,self-employed,M
64894,28,executive/managerial,M
64900,32,college/grad student,F
64909,30,other or not specified,M
64920,27,artist,M
32160,29,self-employed,F
32162,24,sales/marketing,M
32192,18,self-employed,M
64961,42,clerical/admin,F
64963,26,other or not specified,F
64964,31,executive/managerial,M
32208,29,self-employed,M
32235,32,executive/managerial,M
65010,33,college/grad student,M
32245,34,retired,M
65020,30,college/grad student,M
32272,28,scientist,M
65056,34,sales/marketing,M
65060,44,retired,F
65066,34,tradesman/craftsman,M
32309,33,scientist,M
32310,34,executive/managerial,M
32323,28,K-12 student,M
65102,30,college/grad student,F
32335,31,college/grad student,M
65104,25,scientist,M
32354,20,sales/marketing,M
32364,20,sales/marketing,M
65136,25,homemaker,M
32373,25,executive/managerial,M
65142,30,sales/marketing,M
32378,18,K-12 student,F
32383,20,scientist,M
32388,31,programmer,M
32393,34,executive/managerial,M
32394,25,clerical/admin,F
65174,27,college/grad student,M
65177,29,executive/managerial,M
32409,32,college/grad student,M
32414,21,K-12 student,F
32415,27,college/grad student,M
32418,30,scientist,M
32431,31,sales/marketing,M
32434,32,executive/managerial,M
65212,29,executive/managerial,M
32450,34,scientist,M
65250,30,K-12 student,M
65264,26,self-employed,F
65271,41,executive/managerial,M
65276,51,clerical/admin,M
32514,32,self-employed,M
32520,33,scientist,M
65289,26,scientist,M
32521,26,college/grad student,M
65297,29,artist,M
32532,39,academic/educator,F
65304,33,artist,M
65315,30,self-employed,M
32548,32,college/grad student,M
32549,32,sales/marketing,M
32551,27,college/grad student,M
32572,33,scientist,M
65371,32,sales/marketing,M
65376,28,college/grad student,F
65383,30,college/grad student,M
32618,34,K-12 student,M
32631,28,scientist,M
65400,27,academic/educator,F
32635,29,executive/managerial,M
32647,26,other or not specified,M
32654,33,sales/marketing,M
32659,32,sales/marketing,M
32680,28,sales/marketing,M
65479,31,college/grad student,M
32727,25,other or not specified,M
32732,28,self-employed,M
32742,31,college/grad student,M
65519,21,executive/managerial,M
65521,27,writer,M
32757,29,other or not specified,M
32760,25,college/grad student,M
32765,25,academic/educator,M
65534,49,clerical/admin,M
